id,product_id,title,brand,category,subcategory,description,image,slug,variations,offers,is_active,keyspecs,timestamp,origin,images
213,PRDCT213,test product 213,42,3,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"127,128,129",,1,"2,4,5",,IN,"20,21,22,23,24,"
214,PRDCT214,test product 214,71,3,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"130,131,132",,1,"2,4,5",,IN,"25,26,27,28,29,"
215,PRDCT215,test product 215,78,3,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"133,134,135",,1,"2,4,5",,IN,"15,16,17,18,19,"
216,PRDCT216,test product 216,32,3,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"136,137,138",,1,"2,4,5",,IN,"20,21,22,23,24,"
217,PRDCT217,test product 217,59,3,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"139,140,141",,1,"2,4,5",,IN,"25,26,27,28,29,"
218,PRDCT218,test product 218,95,3,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"142,143,144",,1,"2,4,5",,IN,"15,16,17,18,19,"
219,PRDCT219,test product 219,42,3,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"145,146,147",,1,"2,4,5",,IN,"20,21,22,23,24,"
220,PRDCT220,test product 220,88,3,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"148,149,150",,1,"2,4,5",,IN,"25,26,27,28,29,"
221,PRDCT221,test product 221,97,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"151,152,153",,1,"2,4,5",,IN,"15,16,17,18,19,"
222,PRDCT222,test product 222,81,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"154,155,156",,1,"2,4,5",,IN,"20,21,22,23,24,"
223,PRDCT223,test product 223,77,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"157,158,159",,1,"2,4,5",,IN,"25,26,27,28,29,"
224,PRDCT224,test product 224,81,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"160,161,162",,1,"2,4,5",,IN,"15,16,17,18,19,"
225,PRDCT225,test product 225,97,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"163,164,165",,1,"2,4,5",,IN,"20,21,22,23,24,"
226,PRDCT226,test product 226,18,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"166,167,168",,1,"2,4,5",,IN,"25,26,27,28,29,"
227,PRDCT227,test product 227,81,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"169,170,171",,1,"2,4,5",,IN,"15,16,17,18,19,"
228,PRDCT228,test product 228,93,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"172,173,174",,1,"2,4,5",,IN,"20,21,22,23,24,"
229,PRDCT229,test product 229,21,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"175,176,177",,1,"2,4,5",,IN,"25,26,27,28,29,"
230,PRDCT230,test product 230,50,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"178,179,180",,1,"2,4,5",,IN,"15,16,17,18,19,"
231,PRDCT231,test product 231,57,4,21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"181,182,183",,1,"2,4,5",,IN,"20,21,22,23,24,"
232,PRDCT232,test product 232,91,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"184,185,186",,1,"2,4,5",,IN,"25,26,27,28,29,"
233,PRDCT233,test product 233,73,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"187,188,189",,1,"2,4,5",,IN,"15,16,17,18,19,"
234,PRDCT234,test product 234,6,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"190,191,192",,1,"2,4,5",,IN,"20,21,22,23,24,"
235,PRDCT235,test product 235,46,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"193,194,195",,1,"2,4,5",,IN,"25,26,27,28,29,"
236,PRDCT236,test product 236,47,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"196,197,198",,1,"2,4,5",,IN,"15,16,17,18,19,"
237,PRDCT237,test product 237,90,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"199,200,201",,1,"2,4,5",,IN,"20,21,22,23,24,"
238,PRDCT238,test product 238,77,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"202,203,204",,1,"2,4,5",,IN,"25,26,27,28,29,"
239,PRDCT239,test product 239,3,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"205,206,207",,1,"2,4,5",,IN,"15,16,17,18,19,"
240,PRDCT240,test product 240,27,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"208,209,210",,1,"2,4,5",,IN,"20,21,22,23,24,"
241,PRDCT241,test product 241,25,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"211,212,213",,1,"2,4,5",,IN,"25,26,27,28,29,"
242,PRDCT242,test product 242,21,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"214,215,216",,1,"2,4,5",,IN,"15,16,17,18,19,"
243,PRDCT243,test product 243,20,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"217,218,219",,1,"2,4,5",,IN,"20,21,22,23,24,"
244,PRDCT244,test product 244,15,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"220,221,222",,1,"2,4,5",,IN,"25,26,27,28,29,"
245,PRDCT245,test product 245,59,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"223,224,225",,1,"2,4,5",,IN,"15,16,17,18,19,"
246,PRDCT246,test product 246,87,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"226,227,228",,1,"2,4,5",,IN,"20,21,22,23,24,"
247,PRDCT247,test product 247,41,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"229,230,231",,1,"2,4,5",,IN,"25,26,27,28,29,"
248,PRDCT248,test product 248,42,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"232,233,234",,1,"2,4,5",,IN,"15,16,17,18,19,"
249,PRDCT249,test product 249,24,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"235,236,237",,1,"2,4,5",,IN,"20,21,22,23,24,"
250,PRDCT250,test product 250,45,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"238,239,240",,1,"2,4,5",,IN,"25,26,27,28,29,"
251,PRDCT251,test product 251,38,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"241,242,243",,1,"2,4,5",,IN,"15,16,17,18,19,"
252,PRDCT252,test product 252,30,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"244,245,246",,1,"2,4,5",,IN,"20,21,22,23,24,"
253,PRDCT253,test product 253,13,4,23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"247,248,249",,1,"2,4,5",,IN,"25,26,27,28,29,"
254,PRDCT254,test product 254,78,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"250,251,252",,1,"2,4,5",,IN,"15,16,17,18,19,"
255,PRDCT255,test product 255,65,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"253,254,255",,1,"2,4,5",,IN,"20,21,22,23,24,"
256,PRDCT256,test product 256,8,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"256,257,258",,1,"2,4,5",,IN,"25,26,27,28,29,"
257,PRDCT257,test product 257,66,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"259,260,261",,1,"2,4,5",,IN,"15,16,17,18,19,"
258,PRDCT258,test product 258,19,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"262,263,264",,1,"2,4,5",,IN,"20,21,22,23,24,"
259,PRDCT259,test product 259,72,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"265,266,267",,1,"2,4,5",,IN,"25,26,27,28,29,"
260,PRDCT260,test product 260,39,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"268,269,270",,1,"2,4,5",,IN,"15,16,17,18,19,"
261,PRDCT261,test product 261,32,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"271,272,273",,1,"2,4,5",,IN,"20,21,22,23,24,"
262,PRDCT262,test product 262,46,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"274,275,276",,1,"2,4,5",,IN,"25,26,27,28,29,"
263,PRDCT263,test product 263,19,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"277,278,279",,1,"2,4,5",,IN,"15,16,17,18,19,"
264,PRDCT264,test product 264,79,4,24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"280,281,282",,1,"2,4,5",,IN,"20,21,22,23,24,"
265,PRDCT265,test product 265,26,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"283,284,285",,1,"2,4,5",,IN,"25,26,27,28,29,"
266,PRDCT266,test product 266,36,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"286,287,288",,1,"2,4,5",,IN,"15,16,17,18,19,"
267,PRDCT267,test product 267,4,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"289,290,291",,1,"2,4,5",,IN,"20,21,22,23,24,"
268,PRDCT268,test product 268,25,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"292,293,294",,1,"2,4,5",,IN,"25,26,27,28,29,"
269,PRDCT269,test product 269,62,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"295,296,297",,1,"2,4,5",,IN,"15,16,17,18,19,"
270,PRDCT270,test product 270,4,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"298,299,300",,1,"2,4,5",,IN,"20,21,22,23,24,"
271,PRDCT271,test product 271,46,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"31,32,33",,1,"2,4,5",,IN,"25,26,27,28,29,"
272,PRDCT272,test product 272,18,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"34,35,36",,1,"2,4,5",,IN,"15,16,17,18,19,"
273,PRDCT273,test product 273,41,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"37,38,39",,1,"2,4,5",,IN,"20,21,22,23,24,"
274,PRDCT274,test product 274,12,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"40,41,42",,1,"2,4,5",,IN,"25,26,27,28,29,"
275,PRDCT275,test product 275,91,4,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"43,44,45",,1,"2,4,5",,IN,"15,16,17,18,19,"
276,PRDCT276,test product 276,66,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"46,47,48",,1,"2,4,5",,IN,"20,21,22,23,24,"
277,PRDCT277,test product 277,24,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"49,50,51",,1,"2,4,5",,IN,"25,26,27,28,29,"
278,PRDCT278,test product 278,85,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"52,53,54",,1,"2,4,5",,IN,"15,16,17,18,19,"
279,PRDCT279,test product 279,26,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"55,56,57",,1,"2,4,5",,IN,"20,21,22,23,24,"
280,PRDCT280,test product 280,35,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"58,59,60",,1,"2,4,5",,IN,"25,26,27,28,29,"
281,PRDCT281,test product 281,67,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"61,62,63",,1,"2,4,5",,IN,"15,16,17,18,19,"
282,PRDCT282,test product 282,88,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"64,65,66",,1,"2,4,5",,IN,"20,21,22,23,24,"
283,PRDCT283,test product 283,90,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"67,68,69",,1,"2,4,5",,IN,"25,26,27,28,29,"
284,PRDCT284,test product 284,20,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"70,71,72",,1,"2,4,5",,IN,"15,16,17,18,19,"
285,PRDCT285,test product 285,7,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"73,74,75",,1,"2,4,5",,IN,"20,21,22,23,24,"
286,PRDCT286,test product 286,82,4,26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"76,77,78",,1,"2,4,5",,IN,"25,26,27,28,29,"
287,PRDCT287,test product 287,81,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"79,80,81",,1,"2,4,5",,IN,"15,16,17,18,19,"
288,PRDCT288,test product 288,60,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"82,83,84",,1,"2,4,5",,IN,"20,21,22,23,24,"
289,PRDCT289,test product 289,76,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"85,86,87",,1,"2,4,5",,IN,"25,26,27,28,29,"
290,PRDCT290,test product 290,52,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_VtlklVW.webp,,"88,89,90",,1,"2,4,5",,IN,"15,16,17,18,19,"
291,PRDCT291,test product 291,90,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_XTWljcQ.jpg,,"91,92,93",,1,"2,4,5",,IN,"20,21,22,23,24,"
292,PRDCT292,test product 292,100,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_13lxXId.jpg,,"94,95,96",,1,"2,4,5",,IN,"25,26,27,28,29,"
293,PRDCT293,test product 293,83,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_KUx2OxV.jpg,,"97,98,99",,1,"2,4,5",,IN,"15,16,17,18,19,"
294,PRDCT294,test product 294,96,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_Jo25JkP.jpg,,"100,101,102",,1,"2,4,5",,IN,"20,21,22,23,24,"
295,PRDCT295,test product 295,36,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_aLBH1dT.jpg,,"103,104,105",,1,"2,4,5",,IN,"25,26,27,28,29,"
296,PRDCT296,test product 296,78,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_RJMLKMW.webp,,"106,107,108",,1,"2,4,5",,IN,"15,16,17,18,19,"
297,PRDCT297,test product 297,9,4,27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_hcdpXA9.jpg,,"109,110,111",,1,"2,4,5",,IN,"20,21,22,23,24,"
298,PRDCT298,test product 298,92,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_s4JtHCr.webp,,"112,113,114",,1,"2,4,5",,IN,"25,26,27,28,29,"
299,PRDCT299,test product 299,12,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_QgEvjJW.jpg,,"115,116,117",,1,"2,4,5",,IN,"15,16,17,18,19,"
300,PRDCT300,test product 300,46,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_lQN8p36.jpg,,"118,119,120",,1,"2,4,5",,IN,"20,21,22,23,24,"
301,PRDCT301,test product 301,52,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.jpg,,"121,122,123",,1,"2,4,5",,IN,"25,26,27,28,29,"
302,PRDCT302,test product 302,35,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_31KTRso.jpg,,"124,125,126",,1,"2,4,5",,IN,"15,16,17,18,19,"
303,PRDCT303,test product 303,96,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_qRkvR6t.jpg,,"127,128,129",,1,"2,4,5",,IN,"20,21,22,23,24,"
304,PRDCT304,test product 304,49,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_fBPlGwn.jpg,,"130,131,132",,1,"2,4,5",,IN,"25,26,27,28,29,"
305,PRDCT305,test product 305,92,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_7fr8juG.jpg,,"133,134,135",,1,"2,4,5",,IN,"15,16,17,18,19,"
306,PRDCT306,test product 306,90,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test.webp,,"136,137,138",,1,"2,4,5",,IN,"20,21,22,23,24,"
307,PRDCT307,test product 307,59,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_bNKGkSY.webp,,"139,140,141",,1,"2,4,5",,IN,"25,26,27,28,29,"
308,PRDCT308,test product 308,92,4,28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_JAWzTel.webp,,"142,143,144",,1,"2,4,5",,IN,"15,16,17,18,19,"
309,PRDCT309,test product 309,3,4,29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus in lacinia libero. Nulla sit amet convallis nunc. Vivamus sed ultricies sem.",products/test/test_cyHq7Qh.webp,,"145,146,147",,1,"2,4,5",,IN,"20,21,22,23,24,"
